Id,Mus CPRCMUS No,Tattoo,CS_Tattoo,Sex,Coronal suture,Sagittal suture,Lamboidal suture,Humeral Head,Distal Humerus,Humerus Lateral Epicondyle,Humerus Medial Epicondyle,Proximal Radius,Distal Radius,Proximal Ulna,Distal Ulna,Femoral Head,Distal Femur,Proximal Tibia,Distal Tibia,Zy-Zy,Ba-Br,Eu-Eu,Gl-Op,Go-Co,Go-Go,Po-Go,Al-MxF suture midline,HL,HPML,HPAP,HDML,HDAP,RL,RPML,RPAP,RDML,RDAP,UL,FL,FHL,FHSI,FPAP,FPML,FDML,FDAP,TL,TPML,TPAP,TDML,TDAP,IICrest,Pel_height,HDia,RDia,UDia,FDia,TDia,Pterion_Right,Pterion_Left,BMD_Hum,BMD_Fem,MCode,Pedigree,EAAD
695,"CPRCMUS-02113","E580/C74","C74","F",3,3,3,2,3,0,0,3,2,"3","2",3,3,3,3,76.37,"49.87","59.94","83.03","33.4",40.60,65.19,43.65,"128.6","14.73","15.77","24.15","12.88","126.27","9.42","10.75","12.63","10.3","143.96","153.32","Na","12.81","13.14","11.16","23.99","18.35","140.17","23.83","17.72","15.82","12.71",,"130.01","35","22","24","35","33","TF",,"4236","4305",,,6.91
696,"CPRCMUS-02118","769","769","M",,,,3,3,3,3,3,3,"3","3",3,3,3,3,,,,,,,,,"157.3","20","21.13","31.98","17.95","150.63","12.19","13.23","16.95","13.43","170.42","191.87","185.4","17.78","17.8",,"30.42","24.25","176.25","30.42","24.4","19.83","16.38",,"158.84","41","28","28","45","38",,,"4163","4264","Q1056","03 Tier",11.63
697,"CPRCMUS-02120","JS","JS","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,101.30,,"66.51","96.94","43.46",50.52,89.88,62.75,"168.23","21.58","20.47","33.18","21.93","163.08","13.07","13.07","19.17","17.3","183.76","203.03","Na","17.12","17.45","15.81","35.19","25.7","191.98","34.1","25.58","21.23","17.27","104.19","174.34","44","32","32","44","43","NA",,"4446","4139",,,28.28
698,"CPRCMUS-02130","716","716","M",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,99.26,"55.15","68.87","91.48","48.77",56.82,87.36,66.86,"163.46","16.55","19.34","30.69","18.04","160.56","12.13","12.91","17.71","13.97","182.1","198.54","194.17","15.99","16.21",,"30.71","24.22","179.43","30.19","24","18.7","15.74",,"162.63","42","31","28","44","41","SP",,"4114","4382","Q1019","05 Tier",10.91
699,"CPRCMUS-02133","E715/A02","A02","F",3,3,3,2,3,0,0,2,3,"3","2",3,3,3,3,80.81,"54.36","62.37","80.32","35.45",43.44,67.17,47.82,"131.81","15.8","16.08","23.24","16.33","128.75","10.45","11.56","14.25","11.61","144.83","154.21","Na","14.82","14.83","12.08","24.71","19.18","144.34","25.22","19.41","15.79","13.86","87.63","163.06","30","24","26","36","34","TF",,"4028","4140",,,9.09
700,"CPRCMUS-02134","739","739","M",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,100.56,"57.77","67.06","90.82","53.67",57.04,82.14,59.62,"154.85","18.87","20.12","31.57","18.91","157.76","12.27","13.78","17.22","14.07","190.24","184.87",,"16.83","16.85","13.08","30.92","24.74","175.88","30.18","22.91","18.81","15.46",,"161.52","39","34","28","43","40","TF","TF","4111","4209","Q1066","04 Tier",12.99
702,"CPRCMUS-02137","G94","G94","F",3,3,3,1,3,0,0,3,1,"2","2",3,2,2,2,74.36,"51.07","58.8","83.65","30.13",43.99,63.05,46.29,"136.2","15.81","16.23","24.14","15.32","131.18","10.95","11.77","14.02","10.76","144.73","162.61","Na","13.67","14.08","10.99","25.83","19.91","151.88","25.69","19.08","16.15","13.21",,"130.29","35","25","26","35","32","NA",,"4289","4271",,,5.00
703,"CPRCMUS-02138","A13","A13","F",3,3,3,3,3,0,0,3,3,"3","3",3,3,3,3,80.23,"53.33","62.18","80.34","40.43",46.73,64.85,45.67,"132.28","17.56","17.12","25.24","15.93","133.96","11.11","10.7","14.27","11.08","150.45","160.1","Na","15.15","14.49","11.37","25.83","20.97","149.16",,,,,"96.79","130.94","34","22","27","35","34","TF",,"4222","3879",,,10.10
704,"CPRCMUS-02141","E617/H26","H26","F",3,3,3,1,3,0,0,3,1,"3","1",3,1,2,2,73.97,"49.2","60.49","80.85","29.87",41.87,64.81,45.15,"138.35","14.9","15.51","24.74","14.97","136.9","10.06","10.89","14.09","11.37","151.61","160.45","Na","14.89","15.42","12.18","25.59","19.73","156.22","25.5","18.62","15.8","13.16",,"137.95","36","21","22","35","34","SP",,"4050","4297",,,6.25
705,"CPRCMUS-02153","A22","A22","F",3,3,3,1,3,0,0,3,1,"3","1",3,2,2,3,76.26,"51.44","61.73","80.9","30.42",41.01,62.04,43.00,"136.56","16.16","16.62","24.25","14.7","133.49","11.36","11.78","13.22","11.22","149.98","168.87","Na","13.9","14.42","12.08","26.32","19.95","153.61","25.41","18.71","15.3","12.67",,"136.75","35","25","26","37","34","TF",,"3834","3865",,,6.15
706,"CPRCMUS-02156","G85","G85","F",3,3,3,2,3,0,0,3,2,"3","2",3,3,3,3,81.69,"54.07","62.77","86.14","34.03",47.37,69.16,46.30,"142.56","16.1","16.55","25.55","15.5","139.62","10.55","10.55","14.93","11.11","156.86","164.11","Na","14.48","14.75","11.89","26","22.06","155.73","25.96","20.35","16.25","13.37",,"146.27","33","25","24","35","34","TF",,"4001","4065",,,6.26
707,"CPRCMUS-02160","603","603","F",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,85.06,,"61.3","87.64","35.37",41.25,73.69,58.99,"138.47","16.86","17.18","25.5","16.11","139.36","10.8","12.09","15.16","12.81","155.51","164.98","Na","15.31","15.37","13.18","27.35","21.34","153.31","26.39","20.97","17.36","13.96",,"144.58","43","26","29","38","42","NA",,"4038","4208",,,14.75
708,"CPRCMUS-02164","E595/D20","D20","F",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,82.63,"51.11","61.94","86.87","31.85",43.15,67.31,49.69,"136.68","16.02","17.21","24.22","14.53","134.77","10.2","11.26","14.15","11.85","149.7","156.75","154.59","14.33","14.43","11.97","25.64","19.66","149.59","25.77","19.35","16.11","13.56",,"135.26","33","24","23","42","35","TF","TF","3970","3911","Q1056","05 Tier",8.64
709,"CPRCMUS-02168","E269/E43","E43","F",3,3,3,2,3,0,0,3,1,"3","1",3,2,2,3,78.00,"53.18","60.99","81.31","35.86",40.61,63.53,47.81,"136.87","15.96","16.85","24.7","15.52","131.49","10.38","10.8","14.67","11.97","149.66","160.8","Na","14.85","14.72","12.34","26.38","20.94","153.92","25.9","18.91","15.68",,"123.73","133.45","37","25","27","39","39","NA",,"4098","4001",,,5.71
710,"CPRCMUS-02172","911","911","M",3,3,3,2,3,3,3,2,3,"3","2",3,3,3,3,97.67,"55.91","69.98","89.86","42.9",57.85,88.41,63.62,"167.19","17.25","19.99","31.13","18.95","161.06","11.19","12.72","17.07","13.61","180.73","203.15","197.32","17.19","17.2","12.96","29.89","26.12","181.88","30.68","24.09","18.72","15.36",,"166.85","40","28","29","44","42","TF","ZT","3658","4052","Q1000","04 Tier",7.50
711,"CPRCMUS-02179","E588/C24","C24","F",3,3,3,3,3,0,0,3,3,"3","3",3,3,3,3,81.28,"53.53","60","81.36","33.69",41.51,67.21,46.55,"135.37","16.8","17.57","25.22","15.58","133.01","11.43","11.67","14.38","11.36","149.24","159.78","Na",,"14.45","12.44","26.02","14.37","147.54","26.37","19.56","15.62","13.41",,"138.63","38","23","26","34","33","TF",,"4138","4046",,,8.46
712,"CPRCMUS-02180","H18","H18","F",0,0,0,2,3,0,0,3,1,"3","1",3,2,2,2,,,,,"35.18",46.06,67.33,,"140.81","17.31","16.38","26.38","14.71","135.95","10.8","11.95","14.65","11.47","153.21","166.08","Na","14.7","15.51","12.55","26.14","20.23","153.24","25.9","18.3","16.82","14.16",,"142.71","36","27","28","38","36","SP","TF","4046","3997",,,5.75
713,"CPRCMUS-02187","855","855","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,82.65,"54.18","62.13","84.74","37.19",46.55,69.80,50.65,"133.54","13.43","15.89","24.76","15.12","126.47","10.33","11.4","14.25","12.19","143.59","158.16","155.36","14.54","14.51","11.99","25.47","19.61","141.48","25.73","19.08","14.96","13.15",,"130.91","28","24","24","33","31","TF","TF","3800","3778","Q1000","04 Tier",12.20
714,"CPRCMUS-02190","E246/F43","F43","F",3,3,3,3,3,0,0,3,3,"3","3",3,3,3,3,86.75,"58.17","64.77","89.82","34.02",41.25,77.12,50.64,"144.09","17.36","17.55","26.8","15.66","147.77","10.83","11.75","15.39","12.19","165.24","169.9","Na","15.23","15.47","12.13","26.43","21.79","160.16","26.64","20.77","26.7","14.75",,"147.64","38","28","25","37","36","TF",,"3837","3924",,,6.22
715,"CPRCMUS-02204","E612/H33","i84840","F",3,2,3,2,3,3,3,3,2,"3","2",3,3,3,3,77.16,"51.22","61.28","80.87","36.43",49.54,65.76,46.32,"141.35","15.68","17.72","24.97","15.71","139.81","10.73","11.84","14.55","11.53","158.14","169.91","167.28","14.96","15.08","12.1","25.89","20.81","158.16","26.64","19.87","16.05","13.17",,"144.45","33","23","24","38","35","TF","TF","4220","4132","Q1056","05 Tier",6.06
716,"CPRCMUS-02213","E243/B26","B26","F",4,4,4,2,3,0,0,3,3,"3","3",3,3,2,3,85.86,"55.36","66.75","86.56","35.45",48.25,67.52,51.80,"144.32","16.88","18.06","25.9","16.65","135.25","11.12","11.04","15.41","12.11","152.14","168.68","Na","14.58","14.84","10.84","24.51","20.78","154.86","26.32","19.88","17.51","14.86",,"144.12","35","24","25","36","36","TF",,"4228","4322",,,9.04
717,"CPRCMUS-02221","E301/774","774","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,94.69,"92.04","42.85","59.59","84.63",59.13,84.09,58.88,"148.9","17.61","18.97","27.05","17.01","150.6","11.49","12.56","16.52","13.67","167.9","180.53","176.89","16.91","16.94","14.21","29.89","24.37","170.28","33.22","23.98","18.1","15.89",,"153.27","37","29","26","43","43",,"TF",,,"Q1000","05 Tier",9.94
722,"CPRCMUS-02961","436","436","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,102.32,,"66.67","93.51","42.45",53.24,84.15,61.34,"159.14","19.97","20.84","30.52","19.15","156.51","13.7","14.05","18.03","15.32","176.35","192.17","Na","19.27","19.67","15.89","29.68","25.14","175.52","31.22","23.99","19.11","16.3","99.38","169.83","47","43","32","46","45","TF",,"4296","4255",,,18.39
723,"CPRCMUS-02962","580","580","M",4,4,4,,3,0,0,3,3,"3","3",3,3,3,3,99.03,,"68.47","93.52","41.11",50.60,79.80,53.90,"145.73","20.22","20.96","30.51","18.35","151.52","12.99","12.5","17.53","14.1","170.34","182.59","Na","18.54","18.94","15.75","30.47","25.24","171.46","31.04","24.65","18.48","15.72","97.44","153.38","47","30","32","42","44","TF",,"4347","4527",,,17.40
724,"CPRCMUS-02963","C41","C41","M",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,97.59,"54.71","64.96","88.59","37.31",51.63,83.45,56.45,"155.76","18.63","19.94","31.72","19.33","156.98","12.21","13.51","17.59","13.69","175.8","185.94","183.92","16.89","17.18","13.38","31.11","23.9","171.78","30.52","25.1","20.26","16.66","99.26","165.86","41","33","30","44","40",,,"4490","4318","Q1053","05 Tier",9.68
725,"CPRCMUS-02964","515","515","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,96.53,"60.22","72.34","91.98","45.24",53.23,81.38,57.92,"155.6","19.15","20.45","31.69","20.25","158.17","12.51","13.71","18.4","14.37","179.13","193.32","188.7","18.03","17.82","15.33","32.74","25.07","176.05","31.28","24.91","18.97","16.33","104.71","164.38","43","31","30","45","42","TF",,"4137","4314","Q1066","04 Tier",18.70
726,"CPRCMUS-02965","504","504","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,98.92,"60.1","67.74","90.25","39.89",51.27,79.99,61.87,"162.29","19.76","20.88","34.63","20.3","159.35","13.19","14.47","20.24","16.04","181.36","199.53","192.14","17.72","17.83","16.34","35.31","26.28","178.02","36.21","27.31","19.99","15.91","98.73","163.52","44","34","29","45","46","TF","TF","4499","4347","Q1029","03 Tier",18.66
727,"CPRCMUS-02966","575","575","M",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,95.33,"55.05","66.15","94.65","39.02",47.44,82.46,65.60,"155.28","18.38","20.69","32.19","19.26","152.02","12.06","13.76","17.51","14.93","173.13","190.96","186.97","17.78","17.99","14.26","32.04","25.21","179.31","32.79","26.26","22.12","18.27","90.78","165.32","44","34","30","58","49","TF","TF","3922","3515","Q1053","05 Tier",16.93
728,"CPRCMUS-02967","7L","7L","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,80.21,"48.62","59.49","82.59","33.69",47.67,67.70,54.31,"138.34","15.55","17.29","25.55","17.1","125.48","10.2","11.66","14.52","11.81","142.28","160.64","156.52","14.49","14.61","12.6","27.26","19.09","148.95","27","19.48","17.31","14",,"142.35","34","24","26","36","37","TF",,"3843","4385","Q1053","04 Tier",21.95
729,"CPRCMUS-02968","405","405","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,84.15,,"59.82","86.99","39.4",54.83,73.66,56.48,"134.4","16.38","15.92","25.3","15.02","126.19","10.03","10.91","13.75","11.55","141.19","156.22","152.87","14.06","14.03","12.08","26.58","19.57","142.33","27.33","19.76","15.64","13.36",,"144.86","33","23","23","36","33",,"TF","4036","4256","Q1071","05 Tier",21.92
730,"CPRCMUS-02970","544","544","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,104.45,,"68.05","91.57","40.13",51.62,85.43,54.69,"153.12","19.38","21.15","31.94","20.87","153.42","12.31","14.17","18.07","15.11","175.6","189.36","186.58","19.73","19.27",,"32.02","24.42","176.18","32.34","23.93","18.98","16.6","94.97","170.79","41","31","31","44","44",,,"4143","4358","Q1053","04 Tier",17.44
731,"CPRCMUS-02971","WK","WK","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,96.36,,"68.97","96.77","39.91",55.88,89.65,60.69,"157.19","21.3","21.37","30.44","19","155.2","12.54","12.95","18.6","14.72","170.71","189.23","Na","18.28","17.95","15.51","30.83","24.95","175.02","30.84","24.61","19.86","16.04","103.63","169.05","42","29","30","41","43","NA",,"4202","4126",,,29.10
732,"CPRCMUS-02979","E591/616","616","F",4,4,4,3,3,0,0,0,0,"3","3",3,3,3,3,83.43,"55.42","62.99","83.57","40.28",45.74,65.83,52.00,"134.48","17.13","18.25","25.26","16.07",,,,,,"151.77","161.74","Na","15.5","15.42","12.48","27","21.9","149.77","26.63","19.81","15.41","13.8",,"146.68","37",,"27","36","26","TF",,"4297","4113",,,13.91
733,"CPRCMUS-02980","C10","C10","F",3,4,3,3,3,3,3,3,3,"3","3",3,3,3,3,86.68,"56.63","64.33","86.69","47.44",52.38,74.72,52.56,"145.62","15.51","17.74","24.87","17.8","142.16","10.68","12.14","14.72","12.9","158.04","174.14","171.23","15.4","15.46","12.79","28.08","21.15","157.1","27.22","20.35","16.39","13.61",,"150.98","33","25","23","38","35","TF","TF","4212","4276","Q1066","06 Tier",10.39
734,"CPRCMUS-02981","C33","C33","M",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,96.72,"56.99","68.69","90.54","47.39",58.89,83.82,59.38,"156.27","16.85","19.77","32.97","18.48","155.32","11.89","13.24","16.78","13.69","173.49","193.26","191.63","16.95","17.25","13.79","29.72","23.61","178.12","29.26","22","18.48","15.47",,"164.45","39","28","27","41","39","TF","TF","4147","4260","Q1021","04 Tier",8.22
736,"CPRCMUS-02983","487","487","M",3,3,3,3,3,0,0,3,3,"3","3",3,3,3,3,98.00,"59.01","66.58","97.78","38.45",49.72,82.24,59.19,"167.47","20.32","20.13","31.49","16.97","167.06","13.09","13.45","16.63","13.99","188.56","202.02","Na","17.65","18.34","16.27","32.2","24.59","183.58","31.29","23.69","19.31","15.67",,"170","44","29","32","45","45","TF",,"3890","3969",,,18.57
737,"CPRCMUS-02985","K91","K91","F",3,3,3,1,3,3,1,1,1,"1","1",1,1,1,1,73.09,"52.32","63.76","83.23","34.11",48.74,58.65,36.72,"118.83","13.11","16.05",,,"119.04","10.2","11.05","14","10.59","134.28","138.36",,"14.08","14.23","10.73","24.4","17.62","134.88","23.55","16.66","15.43","13.25",,"115.63","26","20","20","30","27","TF","SP","4028","4209","Q1066","06 Tier",3.04
738,"CPRCMUS-02987","F79","F79","M",4,4,4,,3,0,0,3,3,"3","3",3,3,3,3,94.61,"53.67","62.88","88.17","38.4",49.63,82.11,57.99,"155.14","18.94","19.88","27.18","16.66","157.7","13.03","12.12","16.79","13.93","177.25","191.04","Na","18.02","18.58","14.87","28.77","24.41","168.26","29.33","22.49","18.63","15.16",,"161.35","43","33","34","44","43","X",,"4323","4268",,,8.56
739,"CPRCMUS-02988","H38","H38","F",3,3,3,2,3,3,3,3,1,"3","1",3,2,2,3,85.03,"53.18","61.18","86.42","38.62",47.61,69.32,49.54,"135.2","15.36","17.3","25.97","15.69","131.09",,"9.88","11.19","14.55","11.47",,"160.91","157.99","14.77","12.76","25.88","19.76","144","24.57","18.23","14.94","13.52",,"143.45","34","24","27","38","34","TF","TF",,"4069","Q1083","05 Tier",6.29
740,"CPRCMUS-02992","H67","H67","M",3,3,3,1,3,3,3,3,1,"3","1",3,2,2,3,90.71,"54.94","67.02","89.45","38.66",51.85,77.82,59.48,"155.82","17.67","19.13","27.65","16.57",,"12.28","13.41",,,,"186.88","182.8","16.49","16.97","13.48","29.46","23.15","172.86","29.31","22.28","18.24","15.9",,"149.94","36","29","27","38","37","TF","TF","4213","4278","Q1053","06 Tier",5.83
741,"CPRCMUS-02993","E295/E27","E27","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,95.60,,"64.27","88.72","32.57",48.57,81.53,59.39,"166","20.09","20.43","31.71","19.39","166.59","12.91","13.49","17.56","14.25","187.24","202.24","Na","16.33","16.93","14.99","33.41","24.53","181.55","33.53","24","20.01","18.34","102.3","172.55","44","34","33","46","42","TF",,"3993","3921",,,7.29
742,"CPRCMUS-02994","N80","N80","F",2,2,1,1,3,3,1,1,1,"1","1",1,1,1,1,68.51,"52.07","61.4","79.7","30.59",43.00,55.55,38.09,"111.78","11.62","14.06",,,"111.26","9.58","10.96","12.94","9.6",,"133.03",,"13.11","13.13","9.92","22.17","16.69","128.4","20.98","14.91","14.31","12.49",,"110.94","25","18","19","28","27","TF","TF",,"4017","Q1046","05 Tier",2.66
743,"CPRCMUS-02997","J48","J48","F",3,2,2,1,3,3,2,1,1,"2","1",1,1,1,1,77.89,"51.44","64.34","86.21","42.5",45.52,64.22,48.35,"136.57","15.3","16.53","25.54","15.95","136.98","10.82","11.64","13.68","11.75","154.64","163.1",,"14.45","14.83","11.71","25","19.95","156.81","25.35","19.34","15.96","13.34",,"138.12","35","26","26","38","34","TF","TF","4028","4106","Q1083","04 Tier",4.81
745,"CPRCMUS-03001","K09","K09","F",3,3,3,1,3,0,0,3,1,"3","1",2,1,1,2,74.26,"51.26","59.32","79.71","33.91",41.94,57.70,44.52,"129.12","15.74","16.21","23.74","14.63","125.69","9.86","10.14","13.34","11.07","141.47","153.15","Na","13.53","13.74","11.71","24.65","19.83","146.01","24.31","18.96","15.14","12.99",,"126.68","30","20","25","32","33","SP",,"4093","4136",,,4.90
746,"CPRCMUS-03003","O41","O41","F",2,2,2,1,2,0,0,1,1,"1","1",1,1,1,1,70.21,"53.21","62.83","82.52","28.72",36.48,54.56,33.78,"113.45","13.7","14.85","21.98","14.3","114.95","9.89","9.74","12.48","10.39","129.92","133.97","Na","13.28","13.79","11.25","22.49","17.39","129.17","21.77","15.61","15.22","12.51",,,"28","19","20","29","23","SP",,"3919","4047",,,2.64
747,"CPRCMUS-03007","348","348","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,89.52,"55.27","63.49","87.8","44.56",50.51,76.38,57.77,"150.86","15.48","18.26","27.75","17.22","148.15","11.06","12.21","16.25","12.64","167.71","180.16","175.58","15.75","15.62","14.6","31.45","22.94","164.77","32.21","23.7","17.58","14.54",,"153.51","38","30","28","44","38","TF","TF","4365","4040","Q1083","03 Tier",20.10
748,"CPRCMUS-03009","I39","I39","M",3,3,3,1,3,3,2,3,1,"3","1",3,1,1,1,86.33,"58.83","63.82","86.05","43.37",50.27,75.37,53.80,"144.26","18","19.21","27.95","17.21","144.49","12.09","13.07","15.12","12.59","162.94","176.91","173.37","17","17.1","13.21","28.78","21.85","167.69","28.06","20.72","18.23","14.88",,"140.35","34","25","24","37","36","TF","TF","4020","4111","Q1066","05 Tier",4.72
749,"CPRCMUS-03011","G53","G53","M",2,1,1,1,1,0,0,1,1,"1","1",1,1,1,1,67.11,"49.96","60.34","79.86","29.18",37.49,54.19,34.11,,"11.69","11.29",,,"106","8.56","8.52","11.41","9.91",,"127.23","Na",,"13.51","10.88","22.6","17.69","122.05","21.65","14.72","14.8","12.5",,,,"18",,"28","27","TF",,"3926","3992",,,2.22
750,"CPRCMUS-03013","C16","C16","F",3,4,3,3,3,3,3,3,3,"3","3",3,3,3,3,80.40,"55.16","61.72","83.61","40.76",48.91,66.53,50.13,"135.68","15.66","17.04","25.15","14.96","133.99","10.27","11.66","14.55","11.97","149.45","164.19","160.48","15","14.93","12.4","26.25","20.51","149.45","25.74","19.84","16.67","13.38",,"146.25","36","27","24","38","33","SP","SP","4347","4463","Q1012","06 Tier",10.50
751,"CPRCMUS-03015","568","568","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,98.23,"55.13","66.95","89.89","46.6",57.08,84.94,62.58,"151.66","19.81","20.4","31.46","20.36","152.89","12.45","14.22","17.94","14.37","175.66","186.51","182.19","17.64","17.28","14.36","31.73","24.02","171.08","33.38","24.79","20.97","16.75","96.57","164.83","42","32","27","43","42","TF","TF","4202","4158","Q1071","04 Tier",18.38
752,"CPRCMUS-03016","E306/532","532","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,95.00,,"69.2","89.83","44.9",52.40,85.29,63.85,"147.22","18.85","18.7","30.22","19.1","149.58","12.09","13.4","15.97","13.26","171.11","187.34","182.12","16.59","16.51","14.65","31.32","24.41","167.64","30.34","23.8","18.64","15.08",,"155.96","42","30","29","42","41","TF","TF",,,"Q1083","04 Tier",15.07
753,"CPRCMUS-03017","976","976","F",3,3,4,3,3,3,3,3,3,"3","3",3,3,3,3,79.09,"55.01","62.35","81.62","39.59",50.00,67.67,49.98,"141.72","15.76","16.31","24.99","15.8","140.03","10.31","11.78","13.53","11.54","154.48","166.17","163.25","14.43","14.5","11.98","26.19","20.79","156.97","25.8","19.48","16.09","13.16",,"144.04","32","24","24","37","32","SP","SP","4177","4297","Q1021","04 Tier",10.59
754,"CPRCMUS-03018","O79","O79","M",2,1,1,1,1,1,1,1,1,"1","1",1,1,1,1,62.94,"53.69","61.22","80.6","27.53",37.79,48.54,36.58,,,,,,"99.07","9.08","10.08","12.4","8.7",,"121.28",,"13.3","13.25","10.53","20.78","15.01","113.01","20.11","14.12","14.26","12.33",,,"24",,,,,"TF","TF",,,"Q1056","07 Tier",1.88
755,"CPRCMUS-03022","N50","N50","F",3,2,3,1,3,3,2,1,1,"1","1",2,1,1,1,73.92,"54.38","60.61","84.86","36.61",44.48,58.72,40.45,"127.85","13.28","15.14","25.65","15.85","128.88","9.79","10.8","12.49","10.93",,"156.52","155.05","13.96","14.09","11.35","25.38","19.37","146.48","23.52","18.17","14.46","12.76",,"125.81","27","19","21","32","29","TF","TF",,"4202","Q1066","06 Tier",3.56
756,"CPRCMUS-03023","941","941","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,83.66,"54.49","60.97","85.49","38.67",48.42,76.51,53.08,"143.27","16.75","17.26","25.79","16.16","140.93","10.36","12.33","14.36","12.2","158.77","171.72","166.53","15.42","15.37","13.08","27.56","21.2","162.76","27.2","21.06","17.31","14.85",,"154.64","38","28","27","45","37","TF","TF",,,"Q1012","05 Tier",12.97
757,"CPRCMUS-03024","787","787","M",4,4,4,3,3,0,0,3,3,"3","3",3,3,3,3,103.72,"58.99","68.2","88.18","39.48",48.13,90.64,61.49,"167.21","20.87","20.69","31.51","20.67","166.23","13.34","14.59","18.09","14.36","186.31","204.96","Na","18.41","18.23","14.36","32.28","25.2","188.51","31.38","26.69","20.06","15.88",,"171.54","48","37","35","62","43","TF",,"4262","4159",,,14.37
758,"CPRCMUS-03026","K60","K60","F",3,3,3,1,3,3,3,3,1,"2","1",2,1,1,1,79.42,"52.58","64.47","85.82","39.39",47.80,68.35,44.74,"141.64","16","18.24","27.09","16.18","140.75","11.15","12.19","14.45","12.1","157.91","162.04","162.04","15.93","16.31","13.32","26.75","22.13","159.67","26.22","20.75","15.51","14.4",,"139.22","34","25","24","40","35","TF","TF","3949","4046","Q1066","05 Tier",4.30
759,"CPRCMUS-03027","F84","F84","F",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,77.99,"54.15","61.97","85.76","33.63",42.34,69.39,53.25,"135.68","16.23","17.35","26.36","16.25","133.01","10.94","12.21","14.52","11.92","147.39","160.77","158.22","14.33","14.99","12.67","25.74","20.72","149.69","25.91","18.21","16","13.85","91.2","140.29","33","27","27","39","33","TF","TF","4604","4504","Q1053","05 Tier",8.58
